main_class,sub_class,title,body,tag
travel,places,Over 400 American tourists to arrive in Hoi An next week,"The first flight with 203 passengers onboard is scheduled to land at Chu Lai Airport on Wednesday, followed by the second flight with 226 passengers the next day, said Nguyen Thanh Hong, director of the province’s Department of Tourism, as cited by the province's news portal.They would stay at Hoiana Major Integrated Resort in Duy Xuyen District for seven days and can visit UNESCO heritage sites Hoi An and My Son Sanctuary, along with some other tourist attractions.They would be among the first foreign tourists visiting Vietnam after nearly two years since the country closed its border and canceled all international flights in March last year due to the pandemic.Hong said all tourism staff at resorts and tourist facilities chosen for the vaccine passport trial program have been fully vaccinated.All tourists need to furnish certificates showing they are fully vaccinated or have recovered from Covid; and test negative for the novel coronavirus within 72 hours before departure from the U.S.They are also required to book a package tour with a designated travel agency and furnish medical or travel insurance including coverage for Covid-19 treatment worth at least $50,000.Visitors have to install the IGOVN and PC-Covid health declaration applications on their smartphones while in Vietnam.Earlier, Quang Nam Province authorities agreed to allow foreign tourists to visit UNESCO-recognized sites Hoi An and My Son Sanctuary, while staying at designated resorts after receiving government approval.Quang Nam received over 4.6 million foreign tourists in 2019, the last full year of normal travel before Covid broke out.The province, along with Kien Giang, Khanh Hoa, Quang Ninh provinces and Da Nang, has been allowed to receive foreign tourists from this month under the first phase of the country's plan to reopen international tourism.On Thursday, Khanh Hoa, home to famous tourist hotspots Nha Trang and Cam Ranh, welcomed two flights from South Korea and Japan with 429 passengers.","Hoi An,American tourists,Quang Nam,foreign tourists,vaccine passport,tourism reopening"
travel,places,"Hanoi, HCMC among 5 most researched travel destinations in Vietnam post-lockdown","""As Vietnam gradually restarts domestic travel after months of lockdown, Vietnamese travelers have also started researching local destinations they want to travel to in the near future,"" the U.S.-based travel agency stated.""Ho Chi Minh City is full of quirky and charming markets that best represent the city’s energetic atmosphere,"" it noted.Tourists were recommended to visit Ba Chieu Market, a flea market and second-hand paradise for anyone seeking to buy incredible pre-loved goods.Built in 1942, Ba Chieu Market underwent restoration work in 1987. The 8,000-square-meter market is divided into eight sections and is home to 800 businesses at the heart of Binh Thanh District.Apart from iconic destinations in Da Nang like My Khe beach, Ba Na Hills or Marble Mountain, 29 March Park is not to be missed, Booking.com noted.Located on Dien Bien Phu Street in Thanh Khe District, the ""green lung"" of the city is loved by locals for its fresh air and poetic scenery. The park features a variety of entertainment and amusement activities like dancing, fishing, and zoo.In Hanoi, tourists can stay at InterContinental West Lake beside West Lake, Hanoi’s largest freshwater body, then rent a motorbike to visit capital icons like the Old Quarter, Ho Chi Minh Mausoleum and Hoan Kiem Lake.According to Booking.com, Da Lat, a chilly resort town in the Central Highlands province of Lam Dong is where tourists can find brocade products along Prenn Pass, in Love Valley, on Liang Biang Mountain or at Da Lat market.""But if you have a knack for items that embody the unique culture of different ethnic groups, you can visit B'nerC Brocade Weaving Village in Lac Duong District,"" it stated.The online travel agency also urged tourists to explore high-end resorts along Nha Trang Bay, one of the world's most beautiful.HCMC, Hanoi, Da Lat, Nha Trang and Da Nang reopened tourism activities and allowed accommodation facilities to resume operation since last month after prolonged social distancing.Khanh Hoa, home to Nha Trang, and Da Nang are two among five localities to be given the green light to welcome foreign tourists from November along with Kien Giang, Quang Nam, and Quang Ninh.","Nha Trang,Da Nang,tourist destinations,November,Booking,Vietnam,tourism"
travel,places,HCMC wants to allow foreign tourists without quarantine from December,"The city Department of Tourism has drafted a plan for a three-phase vaccine passport program for tourists from Europe, Southeast Asia, Northeast Asia, Australia, North America, and the Middle East from later this year instead of early next year as previously planned.In the first phase starting December, tourists who are required to book a tour package with approved travel agencies will arrive by flight or cruise ships and stay at designated hotels and resorts.In the second phase from January, tourists can visit Kien Giang, Nha Trang, Da Nang, Quang Nam, and Quang Ninh after completing a seven-day itinerary in HCMC.In the third phase, the schedule for which has not been disclosed, the city will fully reopen to international tourism.Earlier tourism authorities had said this year the focus would be on reviving domestic tourism and the city would only consider receiving foreign tourists from next year.The city received over 8.6 million foreign visitors in 2019.In the first nine months of this year it received 7.7 million domestic tourists.Quang Nam, Kien Giang, Khanh Hoa, and Quang Ninh provinces and Da Nang City have got approval from the government to allow in foreign tourists from November as part of a roadmap to gradually resume international tourism.The government closed the borders and canceled all international flights in March last year.Since then only Vietnamese repatriates, foreign experts and skilled workers have been allowed in with stringent conditions.","HCMC,foreign tourists,Vietnam,travel,tourism,vaccine passport program"
travel,places,Vietnamese has three top 50 working-vacation locations,"Vietnam’s capital city of Hanoi is ranked 18th on the list of 147 best cities to visit for a mixture of business and pleasure. The list was compiled by Germany-based vacation search engine company Holidu.Ho Chi Minh City is ranked 21st and Hoi An 32nd.Holidu ranked the cities and towns in the world based on a several factors including: monthly rent for a one-bedroom apartment; cost of after-work drinks; average number of sunshine hours; wifi speeds; tourist attractions; average taxi fares; average price for two beers in a bar; and the number of co-working spaces.The monthly rent for a one-bedroom apartment in Hanoi and HCMC, Vietnam’s two biggest metropolises, were estimated at $336.79 and $550.51, respectively. In the central town of Hoi An, the monthly rent was $218.95.The average cost of a meal at a moderate restaurant in Hanoi was estimated at $1.7, HCMC $2.1 and Hoi An $1.82.The internet speed in Vietnam’s major tourist cities – 14 Mbps in Hanoi, 13 Mbps in HCMC and 12Mbps in Hoi An – lagged behind regional peers like Singapore at 93 Mbps and Bangkok at 28 Mbps.""Compared to many other cities in the world, the Wifi speed in the three cities of Vietnam is not the best, but the cost of eating and drinking is much lower,"" Holidu said.According to Holidu, Hanoi has 50 co-working spaces and average taxi fare of $0.51 per kilometer. The numbers in HCMC are 92 co-working spaces and $0.63 per km.Thailand's Bangkok topped the list this year, followed by New Delhi (India), Lisbon (Portugal) and Barcelona (Spain).""All the cities that secured top spot places managed to do so mostly due to their very affordable cost of living, with the price of accommodation, food and drinks offering extremely attractive prices,"" said Sarah Siddle, public relations and marketing manager at Holidu.""The events of the past year and a half have completely shifted the ways in which we work, showing us that we don't always have to be in the office five days a week to do our jobs.A workation is the perfect way to spend an extended period of time in a destination you want to explore without the limitations of staying within yearly holiday allowances.""","Hanoi,HCMC,Hoi An,travel,workation locations,cost of living,internet speed"
travel,places,Domestic tourists return to Quang Ninh,"Fully vaccinated visitors are exempt from Covid testing but those who have got only one dose must furnish a negative rapid testing result.Unvaccinated people and those who contracted the coronavirus and recovered are required to furnish a negative PCR test result done within 72 hours before arrival.The province resumed intra-provincial tourism in late September.Quang Ninh, home to Ha Long Bay, is one of five localities to be given the green light to allow in foreign tourists from November along with Kien Giang, Khanh Hoa, Quang Nam, and Da Nang.Last month popular tourism spots Quang Binh, Vung Tau, Mui Ne, and Sa Pa had welcomed back domestic tourists.","Quang Ninh,Ha Long Bay,Vietnam,travel,inter-provincial tourism"
travel,places,US magazine names Ban Gioc Waterfall among world’s most beautiful,"""In a stunning show of power and grandeur, water flows endlessly through pools, down tiers, and over cliffs in a unique horseshoe shape,"" it said.Ban Gioc encompasses a series of waterfalls on the Quay Son River in Trung Khanh District.Surrounded by limestone karst mountains and rice fields, it is part of the UNESCO-recognized Non Nuoc Cao Bang geopark whose fossils, sediments, volcanic rocks, and karst landscapes are believed to be 500 million years old.The best way to approach the cascade is by bamboo boat for around VND50,000 ($2.19) per person.Other famous Asia falls to make the list were Kawasan in the Philippines, Jog in India, Kuang Si in Laos, and Tegenungan in Indonesia.","US magazine,Ban Gioc waterfall,Cao Bang,China border,travel"
places,covid-fails-to-stop-new-resorts-from-springing-up-4375828.html,Covid fails to stop new resorts from springing up,,"resorts ,Ke Ga Bay ,Phan Thiet ,Covid pandemic ,travel ,Flamingo Cat Ba Resort "
travel,places,"Ngoc Linh Mountain, ideal for cloud lovers","August to October provides the ideal time for hunting clouds on Ngoc Linh Mountain, with adventure lovers often hiring local guides to escort them to the summit where they can camp overnight and wake up early the next morning to watch the sunrise from 5 a.m. to 6:30 a.m.Straddling the provinces of Quang Ngai, Quang Nam and Kon Tum, Ngoc Linh Mountain is considered the country's largest producer of Vietnamese ginseng (Panax vietnamensis), found for the first time in 1973.","Ngoc Linh Mountain,central Vietnam,cloud hunting,travel,Quang Nam"
places,the-wintry-beauty-of-sa-pa-4382821.html,The wintry beauty of Sa Pa,,"Sa Pa ,winter ,hilly resort town ,northern Vietnam ,tourist destination "
travel,places,,"Even the historic sights here are devoid of tour groups, and it teems with treasures including bargain buys and sublime cuisine. Tan Dinh’s main points of interest are found along Hai Ba Trung and Tran Quang Khai streets but its network of side-streets and alleyways are worth exploring too. Here’s a collection of different delights to enjoy in Tan Dinh. Hai Ba Trung Street’s lower half dissects downtown District 1, but its upper section, Tan Dinh’s main north-south axis and its westernmost boundary, presents a completely different vibe. Named after national heroines, the Trung sisters, this extensive street that is lined with lurid neon-lit signs offers some alternative retail therapy. Inexplicably, wall-to-wall pharmacies with streetside open counters (the go-to hotspot for Covid-19 face masks), numerous Christmas pop-up stalls that magically appear late November, specializing in flashing Santa’s and sparkly tinsel and an almost identical run of brightly-lit fabric stores co-exist in a chaotic harmony. There are also several home-grown fashion boutiques, where, if you’re aged under 25, blessed with snake hips and can stand ear-splitting techno music, you can snap up bargain-priced attire.Named after a 13th century royal general, Tran Quang Khai is Tan Dinh’s main east-west axis, a picturesque, broad street lined with towering old tree. It is said that this part of Tan Dinh was a former Chinese ghetto and telltale vestiges remain, including numerous buildings marked with Chinese characters. And this is not to mention several old-school Chinese noodle shops and authentic, no-frills ‘Chinese takeaway’ joints where roasted glazed ducks, chicken and pork hang from window hooks. Worth particular mention are Huynh Ky (#2Bis), operating for 70 plus years, along with its larger neighbor, the Thanh Xuan restaurant, on Dinh Tien Hoang Street. Other marked notables include a pastel hued colonial era villa ( #17) with entrance gates bearing bright yin-yang symbols and a handful of 20th century Dinhs (community houses-temples, honoring heroes and founding patrons), boldly decorated in gold and red. The most noteworthy of these are Dinh Nam Chon and Dinh Phu Hoa, richly ornamented both inside and out. On nearby Tran Khac Chan Street, there’s even a Hong Kong-style tea house, emblazoned with striking ‘Ancient China’-themed wall murals. Built over a century ago, the Nam Chon Temple (Dinh Nam Chon) at #29 Tran Quang Khai is officially recognized as a municipal cultural relic. Having undergone extensive renovations, this striking temple has been restored to its former glory with distinctive roof-edge detail, tiger bas-relief at the entrance and interiors adorned with carved unicorns and dragons. Over the last few decades, Nam Chon has also evolved as an important Vietnamese martial arts center in HCMC – the Nam Huynh Dao Kung Fu School. Originally founded in northern Vietnam centuries ago, with nowadays, thousands of disciples nationwide, this Vietnamese traditional martial arts differs from its Chinese counterpart, incorporating physical training, Kung Fu techniques, a philosophy of wellbeing and strong community spirit. Around four times daily, from dawn to dusk, local disciples as young as five practice Vietnamese Nam Huynh Dao together in the streetside courtyard. Watching the group going through their martial arts positions and techniques– from serene breathing exercises to jumping high kicks – instructed by experts is a memorable experience. At 289 Hai Ba Trung, the Tan Dinh Catholic Church officially stands in District 3. Its name refers to the Tan Dinh parish just across the street that it serves. It is the neighborhood’s most recognizable landmark and reference point – a frothy pink towering church resembling something from a fairy-tale. After iconic Notre Dame Cathedral, Tan Dinh is HCMC’s second largest church and inaugurated in 1876, one of its oldest.Along with the unusual pink hue, the Tan Dinh Church ranks as one of HCMC's most striking buildings for its unique fusion of Gothic, Romanesque and Baroque architectural features. A lesser known understudy to popular tourist haunt, the iconic Ben Thanh Market, the Tan Dinh Market (338-310 Hai Ba Trung) is equally historic and fascinating. In the late 19th century, this was one of the city’s most important markets. Its present day building, constructed by the French in the 1920s, presents a classic colonial architectural style and ‘three steeples’ façade – albeit its endearingly rundown state. Tan Dinh provides a more genuine local market experience and with relatively few tourists, is free of souvenir stalls, overpriced items and hassling of buyers. Vendors are generally an amiable bunch.Foodstuff and fabric are the main specialties, but locals also gravitate here for a range of commodities including household goods and kitchenware, readymade clothes, footwear, toys, cosmetics and jewellery. Tan Dinh boasts some of the city’s most authentic street food with diverse cuisines - Saigonese, regional and Chinese-influenced fare. There are too many good establishments to mention, although the following are noteworthy. English isn’t spoken much; just point and order!The food stalls along Nguyen Huu Cau Street, backing onto Tan Dinh Market are renowned for their inexpensive, tasty Vietnamese dishes, fromSaigon’s signature dish  (noodle soup with crab paste) to  (sweet soup dessert). Once the market shuts, Com Tam Di Tam, nearby, at 319 Hai Ba Trung, is popular for another Saigonese delicacy, ‘ broken rice’ with grilled pork. This is one of HCMC’s oldest broken rice stalls. A beloved Saigon institution since 1941, Banh Xeo (46A Dinh Cong Trang) is hugely popular. The house specialty, , is one of southern Vietnam’s most celebrated dishes: crêpes made of rice flour, turmeric and coconut milk, with pork belly slivers, shrimps, spring onions and bean sprouts, folded over and pan-fried to a crispy, golden brown ‘shell.’ Tan Dinh got a Hollywood boost more than a decade ago when Brad Pitt and Angelina Jolie had dinner at the acclaimed Cuc Gach Quan in 2010. Hidden behind high wooden doors at #10 Dang Tat Street, Cuc Gach Quan is housed in a cavernous mansion resembling a northern Vietnamese countryside home.This informal yet upscale restaurant is favored by locals and visitors for traditional Vietnamese home-cooked fare with a southern focus, many made with organic produce sourced from their own farm. Across Vietnam, countless streets and
statues honor Tran Hung Dao, one of Vietnam’s greatest national
heroes who
thwarted Mongol invaders in the 13th century. A temple dedicated to Tran Hung
Dao at 36 Vo Thi Sau Street, is the biggest one dedicated the national hero in
southern Vietnam. Designed in northern Vietnamese traditional style, even after numerous restorations, it still bears the original T-shape and piled roofs, and impressive golden dragons, tigers and phoenix decorations. A statue of Tran Hung Dao dominates the front courtyard, with a series of reliefs depicting his legendary military successes. Richly ornamented interiors feature striking lacquered poem boards, silk parasols and intricately carved altars. With few visitors, this temple is generally a peaceful oasis except on full moon days and the annual festival, Gio Ong, when local devotees flock here for special celebrations. Cafés are some of the city’s greatest drawcards and Tan Dinh is no exception, hosting some gems. Cộng Ca Phe at 274 Hai Ba Trung is one of many nationwide branches that feature a trademark retro-vintage theme, serving addictive coconut milk iced coffees in a quirky ambiance. The upper-floor terrace provides great views of the Tan Dinh Church, making it an Instagram hotspot. With its stylish North European-influenced decor and cold brew coffees, Cokernut Café (14 Tran Nhat Duat) almost seems too hip for this very ‘local’ street. Besides these, several atmospheric cafés are strung along leafy Hoang Sa and Nhieu Loc-Thi Nghe Canal. Owned by an artist, Chieu Café (377) evokes a Parisian-style pavement café, with an indoor salon filled with artworks and second-hand books, while at #355, Ca Phe Trung 3T comes housed in a rustic-style, timbered building, where the first-floor balcony reveals canal views through the treetops. Its name originates in the signature drink – hot egg coffee. At 247 Hoang Sa, the Van Tho Pagoda (Chua Van Tho Co Tu) is an unexpected yet spectacular sight along this waterfront suburb: a cluster of vaulted, whimsically ornate and Chinese-influenced towers and pillars rise from a high-walled compound – including a giant laughing Buddha elevated in his own tower. Dimly-lit, cavernous interiors reveal an evocative main hall with the Buddha taking centerstage and a vast funerary vault, notably in the solemn upper chambers, crammed with memorial tablets and ceramic urns. Also known as ‘Longevity Temple,’ this early 20th-century pagoda operates a free medical clinic for the poor. Trained monks specialize in treating bone and joint injuries with traditional oriental medicines – some of which are cultivated in the courtyard gardens. ",
travel,places,Resorts in Vietnam win World Luxury Hotel Awards,"Amiana Resort Nha Trang in the central province of Khanh Hoa won the world’s best luxury family resort title.Overlooking the peaceful Nha Trang Bay, the resort features 153 spacious rooms and villas, each with garden or ocean views and a private balcony. At the heart of the resort is a 2,500-square-meter natural seawater pool and a 700 square-meter freshwater infinity pool.Hotel de la Coupole – Mgallery in Sa Pa in the northern highlands was the winner of the world’s best luxury architecture design hotel category.Inspired by the 1920-1930 period in France, the hotel features the harmonious beauty of traditional Vietnamese features and French aesthetics with 249 rooms and suites that allow tourists to enjoy views of the Hoang Lien Son mountain range and rice terraces.Premier Village Ha Long Bay Resort in the northern province of Quang Ninh was voted the world’s best beach resort while Premier Village Phu Quoc Resort on the southern island Phu Quoc won the world’s best luxury island resort title.Results were based on votes cast by travel industry professionals and the public, organizers said.World Luxury Hotel Awards was first launched in 2006 to acknowledge excellence in the luxury hotel industry as voted by guests, travelers and industry players alike. Over 300,000 international travelers vote each year, during a four-week period to select the winners.","luxury resorts,travel,World Luxury Hotel Awards,Nha Trang,Ha Long Bay,tourism,Vietnam resorts"
travel,places,"UNESCO heritage sites Hoi An, My Son to allow foreign tourists from November","The province Department of Culture, Sports and Tourism has submitted to the administration a draft plan for a three-phase vaccine passport program to allow in fully vaccinated foreign tourists.In the first phase from November, tourists will be allowed to visit Hoi An town and My Son Sanctuary, a complex of abandoned and partly ruined Hindu temples constructed between the 4th and 14th centuries by the Champa Kingdom.Three five-star accommodation facilities, Hoiana Resort, TUI BLUE Nam Hoi An and Vinpearl Resort & Golf Nam Hoi An, will be allowed to have foreign guests.Tourist attractions such as VinWonders Nam Hoi An and Vinpearl Golf Nam Hoi An will also be allowed to admit tourists.Visitors need to furnish a certificate showing they were fully vaccinated at least 14 days prior to arrival or recovered from Covid. Visitors under 18 should produce a negative Covid test certificate.They are required to book a package tour with a designated travel agency and have medical and travel insurance.In the second phase from January 2022 provincial authorities will expand the list of resorts and tourist destinations.Subsequently, Quang Nam will fully reopen to foreign tourists.It plans to vaccinate 90 percent of its population and hopefully achieve herd immunity by mid-November.It was one of five localities to get approval from the government to allow in foreign tourists from November along with Kien Giang, Khanh Hoa and Quang Ninh provinces and Da Nang as part of a roadmap to gradually resume international tourism.Quang Nam received over 4.6 million foreign tourists in 2019.Vietnam closed its borders to foreign tourists and canceled all international flights since March last year.","Hoi An,My Son,UNESCO heritage sites,Vietnam,travel,tourism,foreign tourists,vaccine passport program,international travel"
travel,places,Cuc Phuong named Asia's leading national park,"It surpassed other competitors such as Chitwan National Park in Nepal, Kinabalu and Taman Negara National Park in Malaysia, Komodo National Park in Indonesia, and Minneriya National Park in Sri Lanka to claim the honors.The award was based on votes cast by travel industry professionals and the public.Cuc Phuong, Vietnam's first national park, is situated in the Tam Diep mountain range that runs across the provinces of Ninh Binh, Hoa Binh and Thanh Hoa.The park stretches 22,408 hectares and is mainly covered by tropical rainforests. It provides habitats for 117 species of mammals, 300 species of birds, 110 species of reptiles and amphibians, and 65 species of fish.Besides trekking visitors can also go on wildlife viewing tours at night.World Travel Awards was launched in 1993 to acknowledge excellence in the travel and tourism industry. It has been described as the ""travel industry's equivalent of the Oscars"".","Cuc Phuong National Park,northern Vietnam,travel,wildlife tour"
travel,places,Da Lat lake stunner wins gold at global photo contest,"The photo, which has trees with autumnal canopies rising out of the water and a man rowing a boat emerging from the mist at the Suoi Tia (Tia Stream) tourist area in Tuyen Lam Lake, around seven kilometers from downtown Da Lat, scored 94 marks out of 100.The jury panel awarded gold for those who scored 86 and above, silver for 80-85 and bronze awards (70-79).Tuyen Lam is the largest freshwater lake in the Central Highlands town, with many small oases surrounded by pine forests. It was recognized as one of Vietnam’s national natural heritages in 1998 and has become a popular camping destination in Da Lat.In 1987, Lam Dong Province's irrigation department built a large dam across the Tia stream, which formed Tuyen Lam Lake.This year’s photo contest received over 5,000 entries from amateur and professional photographers in 97 countries and territories around the world.American photographer Joshua Hermann was awarded the Open Photographer of the Year for gorgeous images of cypress trees growing in the swamps of Louisiana.","Tuyen Lam Lake,Da Lat,photo contest,Epson International Pano Awards,Cao Ky Nhan"
travel,places,Binh Dinh seeks government approval to allow entry for foreign tourists,"Its people's committee on Monday sent a proposal for a trial vaccine passport program to Prime Minister Pham Minh Chinh and the Ministry of Culture, Sports and Tourism.It targets tourists from Northeast Asia, Russia, the U.S., and some European countries.Visitors would need to furnish a certificate showing they were fully vaccinated at least 14 days prior to arrival or had recovered from Covid and a negative PCR test result done within 72 hours before departure, and would again be tested on arrival.They can only come on package tours with designated travel agencies and should have medical and travel insurance.The tourist destinations Binh Dinh plans to reopen to foreign tourists include Quy Nhon, Phuong Mai Peninsula, Nhon Chau island commune, and Cat Tien Town.Binh Dinh, home to wide sandy beaches, received four million visitors in 2019, the year before Covid-19 broke out.Binh Dinh also plans to welcome back domestic tourists from early November.Over 679,000 people in the province, or 63.5 percent of its population aged 18 and above, have got at least one vaccine shot. Over 7.6 percent are fully vaccinated.Kien Giang, Khanh Hoa, Quang Nam, Da Nang, and Quang Ninh, also popular tourist destinations, have already received approval to open their doors to foreign tourists in November as part of the country’s roadmap to gradually resume international tourism.Vietnam closed its borders and canceled all international flights in March last year.","foreign tourists,Binh Dinh,Quy Nhon,Vietnam,tourism"
travel,places,Domestic tourists excited to return to Mui Ne,"Tran Thi Thao Trang and three family members drove their car to the resort town for a three-day stay at Pandanus Mui Ne Resort on Sunday morning.They were tested at the resort for coronavirus and all tested negative.Trang and her family were among 145 tourists to visit Mui Ne, a south central town famous for its beaches, fishing villages and water sports.She said when she heard a few days ago that Binh Thuan had reopened, she booked a room at the resort since all her family members, except for her one-year-old son, had got two Covid shots.""After nearly six months of being stuck in Saigon ... now that I can come here to relax, I feel refreshed.""Tran Thi Thao Trang's family from HCMC arrive at Pandanus Mui Ne Resort in Phan Thiet Town, October 24, 2021. Photo by VnExpress/Viet QuocDo Thi My Hanh, deputy director of Pandanus Mui Ne Resort, said all the resort's employees are fully vaccinated and have been working hard to clean rooms and prepare to welcome back the first guests.""The resort has 257 rooms that can accommodate more than 600 guests, but on Sunday we only took in 40 guests to comply with pandemic prevention measures. Despite the relatively small numbers, all the staff were excited that tourism activities had resumed.""Also on Sunday 105 people from HCMC arrived at the Centara Mirage Resort next to Mui Ne fishing village.Nguyen Van Khoa, chairman of the Binh Thuan Tourism Association, said local tourist operators would focus on visitors from HCMC and southeastern provinces.If the pandemic situation is better controlled, Binh Thuan would welcome visitors from Russia and Northeast Asian countries in the first quarter of next year, he said.Most tourist facilities in Binh Thuan remained closed during the last five months as nearby localities HCMC and Binh Duong and Dong Nai provinces became Covid hotspots.To visit Mui Ne, tourists need to be fully vaccinated or have recovered from Covid. Those aged under 18 must furnish a negative Covid test certificate obtained within 48 hours before arrival.","Mui Ne,domestic tourism,Phan Thiet,travel,Covid pandemic,domestic tourists"
travel,places,Hoi An residents sip coffee sitting in floodwater,"Torrential downpours over the past days have submerged many streets of Hoi An. With water levels receding somewhat, coffee shops along the Hoai River have opened their doors to serve customers and their youthful customers have responded in good numbers, not bothered about sipping their beverages with feet submerged in the floodwaters.The annual flood seasoning in Hoi An occurs from late October to January. Over the years, residents of the ancient town have learned to live with the floods and even considered it an opportunity to develop new tourism products like boat tours.
Authorities in Hoi An have allowed restaurants and coffee shops to reopen from early September and serve guests on the premises. A distance of at least two meters has to be maintained between tables, with each having no more than four customers.From the cafés, people can watch the flooded An Hoi Bridge, famous as a vantage point for the floating lantern festival on the full moon days. People gather in large numbers on the bridge to release colorful lanterns onto the Hoai River.
The mainly pedestrian bridge, which connects Hoi An and Nguyen Phuc Chu Street, boasts ancient architectural decorations with old carp patterns dating back to the 16th century.Nguyen Hong Hanh said that as a resident of Hoi An for many years, she was used to the scene of flooded streets during the flooding season.
Wading through flooded streets to drink coffee has become a pleasure for locals, but only when the water level remains low, she said.Hoi An is best visited from February to July every year when the weather is pleasant, but the flooding season from October to January offers a chance to enjoy unusual experiences rarely found elsewhere.The Bach Dang Street on Sunday.
Central provinces have been experiencing heavy rains over the past several days. The resultant flooding has disrupted traffic and daily lives. Heavy rains are expected to continue for the next few days.","coffee shops,Hoi An,ancient town,An Hoi Bridge,flooding season,Vietnam floods"
travel,places,Coral reef stunner captures second prize in UK contest,"The shot, taken by Truong Hoai Vu, captures in stunning detail the carpets of coral reefs that rise up during low tide on Yen Islet, around 15 kilometers north of Tuy Hoa, the capital town of Phu Yen.""Every year, between May and August, the coral of this rich and diverse ecosystem becomes exposed at low tide,"" notes the RSB caption of Vu’s photo.Hon Yen is home to beautiful, very fragile coral reefs that have been placed under strict government protection. Since all coral reefs are sensitive and vulnerable natural resources, local authorities advise people against walking on their surfaces, which could deform or kill them, destroying the habitats of many marine species.This year’s contest received more than 1,600 submissions from amateur photographers around the world.Fifteen-year-old Roan Jones won Young Photographer of the Year with his photo of ""a tire being reclaimed by nature – showing interactions between people and wider world"" taken in Somerset, U.K., while Vishwanath Birje claimed Photographer of the Year for his ""stunning image of ants feeding off honeydew excreted by a yellow aphid"" taken in Thane, India.The Royal Society of Biology says it ""serves as a single unified voice for biology by advising government and influencing policy, advancing education and professional development, supporting our members, and engaging and encouraging public interest in the life sciences.""","coral reefs,Phu Yen,Yen Islet,central Vietnam,travel,photo contest"
travel,places,15 resorts chosen for Phu Quoc vaccine passport trial program,"Seven will be selected for fully immunized foreign tourists to stay in the first phase from November 20 to March 20 next year.They are Vinpearl Discovery Costalland Phu Quoc, Vinpearl Discovery Greenhill Phu Quoc, Vinpearl Resort Spa Phu Quoc, Vinholidays Fiesta Phu Quoc, Premier Residences Phu Quoc Emerald Bay, Movenpick Resort Waverly Phu Quoc, and Movenpick Villa and Residences Phu Quoc.The Premier Residences Phu Quoc Emerald Bay. Photo courtesy of the resortIn the second phase lasting until June eight more will be added.Some tourist attractions will also be allowed to entertain the foreign visitors, including Sun World Hon Thom Nature Park cable car, Vinpearl Safari Phu Quoc, Vinpearl Casino, undersea walking tour offered by Namaste Investment and Development Company, and coral diving from D&M Phu Quoc Travel Service Trading Company and Ngoc Hien Pearl.Four travel companies have also been identified to offer their services in the first phase.D&M Phu Quoc Tourism Service Trading Company will be added in the second phase.Visitors need to furnish a certificate showing they were fully vaccinated at least 14 days prior to arrival or recovered from Covid while those under 18 must furnish a negative Covid test result.The government earlier approved plans to allow fully-immunized tourists from Europe, the U.S., Northeast Asia, Australia, and the Middle East to visit Phu Quoc, stay at sequestered resorts and visit designated tourism spots.Phu Quoc, Vietnam's largest island, has become internationally popular after the government allowed 30-day visa-free entry in 2014.In 2019, before the onset of Covid, it received over five million visitors, including 541,600 foreigners.","foreign tourists,Phu Quoc,vaccine passport trial program,high-end resorts,Vietnam,tourism"
travel,places,Hanoi coffee shops overloaded after on-site dining ban lifted,"Motorbikes are parked in front of a coffee shop on Nguyen Dinh Thi Street in Tay Ho District.
Hanoi allowed restaurants and other food and beverage establishments, except businesses that sell alcohol and beer to offer on-site dining services since Oct. 14 as part of its roadmap to relax Covid restrictions.Most tables inside a coffee shop in Cau Giay District are occupied, with customers failing to wear face masks.The second floor space of a cafe on Trich Sai Street in Tay Ho District is filled with customers.
Owners and their employees must be fully vaccinated, and their customers medically declare themselves via QR code before entering coffee shops.Viet Ha, an office employee living in Dong Da District, said she looks forward to the lifting of the on-site dining ban so she could enjoy a comfortable, free and creative working space.
""I have the habit of working at a coffee shop, at least 2-4 hours, sometimes for a whole day,"" Ha said.""I feel happy being back at work after several months of strict social distancing measures. Due to a large number of customers flocking to the cafe, we had to thrice show customers away,"" said Mai Thi Nhu Quynh while cleaning up a table last weekend.A group of young girls look for a coffee shop near the West Lake, a popular hangout spot surrounded by cafes and restaurants.Customers sit along a sidewalk on Trich Sai Street.
Hanoi has recorded over 4,300 cases during the fourth coronavirus wave that began in late April. The capital is now classified at low Covid risk.","Vietnam,coffee shops,Hanoi,on-site dining,crowds,young Hanoians,low Covid risk"
